"database","workload","nodes","threads","duration","throughput","readOperationCount","readAvgLatency","readMinLatency","readMaxLatency","readPer95Latency","readPer99Latency","insertOperationCount","insertAvgLatency","insertMinLatency","insertMaxLatency","insertPer95Latency","insertPer99Latency","updateOperationCount","updateAvgLatency","updateMinLatency","updateMaxLatency","updatePer95Latency","updatePer99Latency","rmwOperationCount","rmwAvgLatency","rmwMinLatency","rmwMaxLatency","rmwPer95Latency","rmwPer99Latency"
"Citus","C",3,57,60,547.459727,33135,103263.6794,657,4714495,684031,1486847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,57,60,430.581242,26076,20990.54295,727,671231,105343,217983,0,0,0,0,0,0,13057,219737.6038,2874,8089599,656895,1574911,13057,241230.3186,4160,8093695,686591,1592319
"Citus","D",3,57,60,1435.592463,82388,16369.95586,573,1104895,111103,247935,4395,471687.4915,3012,2918399,1410047,2134015,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,66,60,383.583876,6051,49483.36341,676,2029567,181759,398591,0,0,0,0,0,0,6082,594864.8727,11600,26198015,2347007,10592255,0,0,0,0,0,0
"Citus","B",3,66,60,831.419581,24712,98973.68428,545,1310719,490495,720895,0,0,0,0,0,0,1296,1148425.605,114112,21495807,3057663,9961471,0,0,0,0,0,0
"Citus","C",3,66,60,1278.339745,40026,98002.62232,516,1240063,509951,744959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,66,60,580.897482,18440,11809.76513,586,428799,54399,98047,0,0,0,0,0,0,9215,404732.0004,10552,21676031,1970175,7917567,17837,216292.9568,1017,21676031,392191,6012927
"Citus","D",3,66,60,2623.712793,71887,29282.55149,465,743935,221439,363519,3919,454060.3868,129152,1217535,803839,1009663,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,3,60,37.459609,1135,24888.0837,640,311039,63647,117183,0,0,0,0,0,0,1114,135829.982,24768,472575,208767,269567,0,0,0,0,0,0
"CockroachDB","B",1,3,60,124.182027,7093,17932.11067,571,388607,65791,89663,0,0,0,0,0,0,365,143634.0164,37184,419071,250111,275199,0,0,0,0,0,0
"CockroachDB","C",1,3,60,290.11996,17413,10308.83541,440,1098751,37983,72767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,3,60,39.754283,2388,20304.15536,641,211071,67391,107007,0,0,0,0,0,0,1228,106808.2085,36928,243071,163327,197375,1228,127876.9511,43648,325375,198271,240895
"CockroachDB","D",1,3,60,135.85094,7747,15174.10585,546,310527,64191,99903,419,148383.7327,63520,497407,234495,277247,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,12,60,24.169277,771,108959.62,679,8241151,373247,2081791,0,0,0,0,0,0,803,834280.7472,45056,47611903,587263,33079295,0,0,0,0,0,0
"CockroachDB","B",1,12,60,142.439591,8172,66234.42682,538,770047,199679,293375,0,0,0,0,0,0,405,438676.5432,141312,911871,777727,862719,0,0,0,0,0,0
"CockroachDB","C",1,12,60,445.180954,26730,26875.76229,469,2103295,113663,211455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,12,60,51.516972,3773,34017.89107,627,3233791,92607,229503,0,0,0,0,0,0,1919,370930.0677,36416,38764543,280063,597503,1919,407653.3194,47200,39124991,332031,693759
"CockroachDB","D",1,12,60,83.238275,4799,106102.1232,563,1608703,350463,527871,236,897115.661,268032,2404351,1384447,1983487,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,21,60,19.028549,1503,117598.2209,639,15548415,165631,2228223,0,0,0,0,0,0,1557,1775935.466,47680,145358847,485119,90701823,0,0,0,0,0,0
"CockroachDB","B",1,21,60,78.219869,4491,213812.5602,535,11403263,503807,861695,0,0,0,0,0,0,237,1271637.873,466432,4476927,1757183,2564095,0,0,0,0,0,0
"CockroachDB","C",1,21,60,139.247,8414,149777.2558,494,2949119,636927,1000959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,21,60,12.387303,1995,109665.5905,650,17399807,135167,1083391,0,0,0,0,0,0,1041,2580941.418,37728,152436735,447487,127401983,1041,2698075.281,43168,152829951,530943,134348799
"CockroachDB","D",1,21,60,89.123642,5105,171186.5618,542,2646015,558591,818175,286,1356498.797,510464,3231743,1940479,2863103,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,30,60,3.890318,864,368658.1806,668,23986175,1214463,5574655,0,0,0,0,0,0,852,11147683.23,47584,433324031,1866751,391905279,0,0,0,0,0,0
"CockroachDB","B",1,30,60,88.031294,5081,266886.853,516,6193151,666111,1144831,0,0,0,0,0,0,275,1629618.269,450304,7376895,2373631,2947071,0,0,0,0,0,0
"CockroachDB","C",1,30,60,474.788449,28559,62935.82923,337,1557503,267263,476415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,30,60,4.956971,1872,169150.6384,657,12804095,160639,5836799,0,0,0,0,0,0,902,8921240.692,43904,372244479,577023,334495743,902,9088338.661,45024,372768767,666623,335806463
"CockroachDB","D",1,30,60,101.001299,5855,219238.1798,462,3440639,708607,1054719,288,1829412.444,816640,7385087,2785279,3852287,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,39,60,3.270795,1378,237568.5152,641,30097407,540159,4489215,0,0,0,0,0,0,1350,15338926.83,45792,825229311,760319,781713407,0,0,0,0,0,0
"CockroachDB","B",1,39,60,189.173845,11059,169570.3386,421,18464767,335359,1689599,0,0,0,0,0,0,603,809993.5522,210432,20414463,1174527,2213887,0,0,0,0,0,0
"CockroachDB","C",1,39,60,498.272368,29995,77914.3992,315,2338815,313087,552959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,39,60,5.54077,2340,172844.6846,592,21266431,409343,5197823,0,0,0,0,0,0,1189,8131072.161,41120,412090367,572415,347340799,1189,8280132.817,41952,413663231,858111,347340799
"CockroachDB","D",1,39,60,107.555262,6174,257756.7685,385,5955583,879103,1395711,346,2188381.965,314112,7266303,3799039,4423679,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,48,60,9.31898,1207,543165.7556,592,72744959,611839,5382143,0,0,0,0,0,0,1255,5554621.112,25472,255852543,1118207,236584959,0,0,0,0,0,0
"CockroachDB","B",1,48,60,104.751938,6083,343112.4521,389,5767167,1018879,1769471,0,0,0,0,0,0,323,2535896.372,825856,8048639,4001791,5472255,0,0,0,0,0,0
"CockroachDB","C",1,48,60,401.844663,24224,118776.6577,322,4661247,483583,881663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,48,60,5.059809,2546,153792.9863,610,16474111,408319,2588671,0,0,0,0,0,0,1318,10586049.26,45056,492306431,780287,399507455,1318,10717944.44,47232,494403583,984063,401342463
"CockroachDB","D",1,48,60,116.199657,6766,293672.8565,491,6275071,1061887,1768447,346,2650392.416,991232,6594559,4239359,5840895,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,57,60,1.492367,901,514170.9645,662,69468159,1168383,7360511,0,0,0,0,0,0,922,46880616.83,37760,1220542463,63700991,1196425215,0,0,0,0,0,0
"CockroachDB","B",1,57,60,131.079468,7626,362130.2405,420,20955135,1005567,4554751,0,0,0,0,0,0,392,1757297.469,152064,22298623,3739647,5365759,0,0,0,0,0,0
"CockroachDB","C",1,57,60,507.89334,30628,111569.3447,313,2094079,427263,714751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,57,60,1.692644,3338,276090.5563,573,40468479,216575,6672383,0,0,0,0,0,0,1671,53170931.19,37664,1970274303,681471,1893728255,1672,53702694.31,47232,1970274303,734207,1898971135
"CockroachDB","D",1,57,60,157.221958,9106,243642.5988,424,5246975,922111,1717247,463,2614711.015,699904,6721535,4493311,5230591,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,66,60,1.945002,1396,602343.4606,611,48594943,836607,23035903,0,0,0,0,0,0,1451,36355575.77,36448,1458569215,1881087,1416626175,0,0,0,0,0,0
"CockroachDB","B",1,66,60,167.744114,9897,297088.2747,365,13680639,1026559,2985983,0,0,0,0,0,0,534,1942877.363,194944,15712255,4243455,8003583,0,0,0,0,0,0
"CockroachDB","C",1,66,60,529.810433,31973,123779.4929,300,2209791,479743,773631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,66,60,2.023941,2615,291829.1342,572,143785983,439551,4767743,0,0,0,0,0,0,1344,34221313.86,42912,1286602751,2666495,1258291199,1345,35112661.56,44736,1288699903,8560639,1260388351
"CockroachDB","D",1,66,60,221.444143,12714,197248.7098,330,5922815,893439,1592319,694,2090667.712,422144,7684095,4399103,6434815,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,3,60,35.807032,1069,48782.85033,285,264703,115455,151551,0,0,0,0,0,0,1082,117017.9815,17168,329471,203391,255615,0,0,0,0,0,0
"Citus","B",1,3,60,108.660893,6190,25043.22698,214,293631,82559,118399,0,0,0,0,0,0,334,73405.01796,15576,218751,137599,175871,0,0,0,0,0,0
"Citus","C",1,3,60,138.936078,8342,21512.43083,235,1492991,70463,133247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,3,60,43.557864,2617,33658.71914,282,186111,102783,124223,0,0,0,0,0,0,1297,70627.82729,12048,234623,110399,144511,1297,103015.266,14600,383487,183679,218111
"Citus","D",1,3,60,207.270366,11802,11354.71937,209,378623,60351,98239,645,70373.61861,12192,370175,138367,208127,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,12,60,89.755952,2692,75987.19428,279,334335,171263,222079,0,0,0,0,0,0,2707,188869.7156,45792,448255,290559,355327,0,0,0,0,0,0
"Citus","B",1,12,60,173.204898,9871,63274.03657,213,380671,184831,238463,0,0,0,0,0,0,540,174527.1111,45920,452351,313343,372735,0,0,0,0,0,0
"Citus","C",1,12,60,285.906934,17173,41830.91364,209,525311,164735,249215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,12,60,139.885855,8407,32482.18687,237,253567,117439,151935,0,0,0,0,0,0,4091,108849.0834,44320,412671,150015,200191,4091,142561.3962,44672,412927,228991,282111
"Citus","D",1,12,60,534.909648,30479,16111.83307,187,252031,94975,154111,1668,136236.1055,48480,304383,211711,239359,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,21,60,124.607643,3745,91962.56235,257,511487,210303,269311,0,0,0,0,0,0,3758,241218.529,72832,657407,363519,449791,0,0,0,0,0,0
"Citus","B",1,21,60,196.59908,11205,97358.22561,212,462847,257023,307967,0,0,0,0,0,0,634,264502.9653,72896,581631,443135,526335,0,0,0,0,0,0
"Citus","C",1,21,60,335.717494,20183,62269.7269,183,629247,236159,339455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,21,60,196.319529,11799,36272.55191,233,272127,135679,181375,0,0,0,0,0,0,5785,143251.0921,40672,1197055,198143,370943,5785,179927.2187,47040,1198079,281599,381439
"Citus","D",1,21,60,837.251085,47851,16901.5514,162,322047,116351,179839,2477,180613.258,78720,359935,267775,306687,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,30,60,145.903274,4446,108956.177,259,562687,256255,321023,0,0,0,0,0,0,4333,300822.3254,71360,1412095,452607,577535,0,0,0,0,0,0
"Citus","B",1,30,60,216.388926,12399,126626.3165,194,528383,323839,375039,0,0,0,0,0,0,638,356587.0846,112192,704511,554495,617471,0,0,0,0,0,0
"Citus","C",1,30,60,350.203471,21084,85236.86027,177,1010175,308735,431871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,30,60,231.212433,13925,40424.09824,231,314367,153471,212863,0,0,0,0,0,0,7013,176104.2932,56480,2123775,250879,658431,7013,216778.2256,71936,2125823,344063,658943
"Citus","D",1,30,60,1046.113198,59762,18468.23453,149,395519,136831,204543,3191,217320.3034,98240,657407,314111,380927,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,39,60,159.116535,4734,126632.477,264,557055,303103,374783,0,0,0,0,0,0,4862,354219.7022,105792,2127871,537087,764415,0,0,0,0,0,0
"Citus","B",1,39,60,254.310631,14543,135836.6417,183,767487,389119,471807,0,0,0,0,0,0,796,452883.8593,172416,926719,711167,806399,0,0,0,0,0,0
"Citus","C",1,39,60,356.132545,21452,108685.5105,149,895999,370175,499199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,39,60,253.658456,15323,43347.94838,208,377599,167295,230271,0,0,0,0,0,0,7641,218777.1339,51648,5804031,340479,1290239,7641,262487.4776,73920,5804031,417279,1291263
"Citus","D",1,39,60,1160.508179,66333,21195.72789,136,476159,158975,239743,3547,262000.5278,111424,852479,386559,466431,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,48,60,167.670333,5030,141922.133,235,685055,342015,403711,0,0,0,0,0,0,5077,417729.5064,119040,4358143,652799,1160191,0,0,0,0,0,0
"Citus","B",1,48,60,277.68288,15903,152836.1323,152,835071,449535,558591,0,0,0,0,0,0,841,530902.9822,181376,1149951,821759,1008127,0,0,0,0,0,0
"Citus","C",1,48,60,370.095317,22326,128367.3879,148,1065983,436479,585215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,48,60,259.977251,15771,43001.55583,213,380927,167167,238207,0,0,0,0,0,0,7969,276507.2476,65280,13910015,364799,3368959,7969,319532.0708,65664,13910015,450815,3371007
"Citus","D",1,48,60,1302.443806,74413,22631.14678,136,667647,173055,262143,3985,298263.1107,126464,743423,434175,521471,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,57,60,169.137555,5196,152571.6095,247,685055,367103,456703,0,0,0,0,0,0,5049,514334.3838,123136,15769599,798207,3606527,0,0,0,0,0,0
"Citus","B",1,57,60,279.882176,16075,182963.7477,148,1089535,532479,684031,0,0,0,0,0,0,838,572280.7446,211328,1342463,945151,1132543,0,0,0,0,0,0
"Citus","C",1,57,60,370.313924,22354,152857.4898,141,1150975,518143,697855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,57,60,258.636063,15663,43562.61859,221,448511,171519,239359,0,0,0,0,0,0,7785,351592.7759,39744,40009727,385279,5623807,7785,395920.633,57760,40009727,481023,5623807
"Citus","D",1,57,60,1387.827154,79676,24680.25266,130,810495,189183,303359,4053,357808.1461,140032,866303,527359,634367,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",1,66,60,165.765677,5100,158689.2255,236,843775,402175,549887,0,0,0,0,0,0,5019,622912.0255,123328,25444351,884735,7163903,0,0,0,0,0,0
"Citus","B",1,66,60,276.714368,15900,215736.5916,150,1372159,623615,823807,0,0,0,0,0,0,826,639772.9007,212736,1637375,1056767,1260543,0,0,0,0,0,0
"Citus","C",1,66,60,366.102312,22121,178864.3395,156,1296383,602111,812543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",1,66,60,249.913885,15236,44797.42511,201,487935,175743,249215,0,0,0,0,0,0,7608,430933.9432,67072,48431103,409343,8155135,7608,475242.1073,70912,48431103,505343,8155135
"Citus","D",1,66,60,1623.459554,92926,23161.74404,129,786943,185855,302079,4954,362368.3876,147712,1023999,542719,669183,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,3,60,103.856726,3179,15263.17553,888,1219583,55615,104511,0,0,0,0,0,0,3055,42426.69525,2928,1418239,115327,235135,0,0,0,0,0,0
"Citus","B",3,3,60,225.076208,12793,11635.76933,827,581631,50591,78975,0,0,0,0,0,0,719,42653.95967,2978,1162239,107775,185727,0,0,0,0,0,0
"Citus","C",3,3,60,323.805717,19440,9234.644187,831,228991,44031,69439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,3,60,161.669274,9716,7315.11795,864,230783,34015,56063,0,0,0,0,0,0,4881,22254.72526,2704,321023,56895,110847,4881,29659.73407,3770,436991,75327,146303
"Citus","D",3,3,60,565.393393,32302,4310.99127,731,263423,20927,43647,1638,24518.13309,2578,316415,64351,151807,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,12,60,187.392846,5639,25486.87959,870,1432575,103999,170239,0,0,0,0,0,0,5619,101703.4001,2638,1500159,247167,418559,0,0,0,0,0,0
"Citus","B",3,12,60,359.00466,20482,25575.4148,643,614399,130495,208255,0,0,0,0,0,0,1087,179223.5262,3720,2073599,477183,821759,0,0,0,0,0,0
"Citus","C",3,12,60,576.95124,34669,20725.48986,689,670719,111807,228351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,12,60,351.422349,21137,8968.236505,714,556031,40639,78527,0,0,0,0,0,0,10482,50537.09054,2332,1434623,119679,246783,10482,59561.00639,3342,1435647,138751,270591
"Citus","D",3,12,60,1030.917022,58891,6853.670442,648,631295,40159,84991,3030,103806.3518,2766,2134015,316927,666623,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,21,60,220.252954,6657,34697.50398,824,1918975,141439,223999,0,0,0,0,0,0,6578,155626.3749,3684,2083839,347903,689151,0,0,0,0,0,0
"Citus","B",3,21,60,416.59221,23932,36906.10292,714,1074175,192127,312319,0,0,0,0,0,0,1246,301761.053,4784,3049471,776191,1997823,0,0,0,0,0,0
"Citus","C",3,21,60,582.732139,35056,35850.41009,629,1290239,209919,408831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,21,60,423.975928,25503,11588.00341,700,635903,54015,100543,0,0,0,0,0,0,12777,75290.24677,2832,1550335,177151,373503,12777,87122.94827,4196,1583103,202879,395263
"Citus","D",3,21,60,1225.171404,69972,9228.053736,669,1538047,57727,117119,3651,167562.4574,3062,2089983,530943,968703,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,30,60,248.252155,7554,40114.08274,835,1538047,169215,272383,0,0,0,0,0,0,7395,199531.5519,2960,2166783,463359,665087,0,0,0,0,0,0
"Citus","B",3,30,60,449.347,25825,46299.66649,711,1898495,231039,403199,0,0,0,0,0,0,1356,444761.0605,7688,4268031,1148927,2807807,0,0,0,0,0,0
"Citus","C",3,30,60,646.568302,39001,46131.84206,660,4044799,285951,637439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,30,60,489.501181,29420,12625.67699,727,367615,59423,105087,0,0,0,0,0,0,14682,97059.32414,3794,1543167,232959,532479,14682,109829.5317,5556,1609727,254847,551423
"Citus","D",3,30,60,1210.52979,69698,11208.60643,619,669183,69119,158591,3648,280550.7218,3944,1565695,877567,1228799,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,39,60,293.343949,8911,38073.75525,816,1718271,171903,308991,0,0,0,0,0,0,8775,226126.2782,3490,2609151,562687,817151,0,0,0,0,0,0
"Citus","B",3,39,60,500.01653,28756,55786.4091,696,4358143,314367,654335,0,0,0,0,0,0,1493,491059.1078,5888,3897343,1634303,2684927,0,0,0,0,0,0
"Citus","C",3,39,60,670.828359,40459,57803.77098,650,4440063,373503,855039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,39,60,538.253452,32433,13958.18253,695,521215,64799,119039,0,0,0,0,0,0,16355,115312.7412,3070,1978367,301823,634879,16355,128959.5428,4428,1979391,324863,645631
"Citus","D",3,39,60,1282.370493,73522,13531.26353,614,830975,87167,187775,3837,351255.4298,3208,2154495,1180671,1564671,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,48,60,294.971083,8911,46182.87487,786,1732607,198271,368639,0,0,0,0,0,0,8838,277019.8355,3304,3782655,676351,1116159,0,0,0,0,0,0
"Citus","B",3,48,60,482.726854,27946,71221.09576,705,2580479,415743,784895,0,0,0,0,0,0,1398,649606.2818,6552,9469951,2539519,5275647,0,0,0,0,0,0
"Citus","C",3,48,60,673.3841,40766,70775.16072,631,4028415,503295,1020415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,48,60,545.450008,32787,15250.7291,731,484351,72447,127359,0,0,0,0,0,0,16334,145234.6629,3794,2895871,446207,794111,16334,160390.9678,5296,2895871,470015,816127
"Citus","D",3,48,60,1304.151445,74502,15741.75951,546,1544191,95871,244095,4034,422567.9507,3358,3385343,1484799,2017279,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,57,60,258.444463,7824,56641.65849,783,1871871,250623,360959,0,0,0,0,0,0,7777,379152.7826,7112,15409151,718335,3813375,0,0,0,0,0,0
"Citus","B",3,57,60,482.852911,28162,86845.49773,626,3276799,414719,734207,0,0,0,0,0,0,1504,667598.9229,9320,5656575,2089983,3141631,0,0,0,0,0,0
"Citus","C",3,57,60,639.750936,38632,88503.28533,607,4993023,616447,1235967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,57,60,482.29603,29013,17620.41082,709,624127,88191,162815,0,0,0,0,0,0,14518,199910.0218,3858,17563647,516607,1832959,14518,217550.7248,5248,17580031,541183,1882111
"Citus","D",3,57,60,1299.550071,74633,20161.76596,562,1439743,124223,333311,3930,485770.431,2526,3284991,1615871,2297855,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","A",3,66,60,296.165289,8906,54168.85482,735,2062335,236927,500735,0,0,0,0,0,0,9012,382551.0362,2994,23920639,904191,1924095,0,0,0,0,0,0
"Citus","B",3,66,60,477.692766,27396,106085.7854,660,2861055,715263,1312767,0,0,0,0,0,0,1449,725645.4037,5200,6447103,3610623,5492735,0,0,0,0,0,0
"Citus","C",3,66,60,648.409661,39304,100897.6269,671,4780031,783871,1542143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citus","F",3,66,60,535.837011,32902,18963.40016,719,994815,89343,167423,0,0,0,0,0,0,16521,202398.1137,3692,6967295,616447,1218559,16521,221379.1781,5056,6967295,645119,1252351
"Citus","D",3,66,60,1288.605411,73767,22483.17795,583,1451007,127679,410111,3914,587124.6372,3146,3706879,2107391,3039231,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,3,60,38.216136,1131,24702.83908,666,365823,61407,220927,0,0,0,0,0,0,1163,130364.7532,34336,471807,203007,255743,0,0,0,0,0,0
"CockroachDB","B",1,3,60,129.169163,7370,17045.40244,575,386815,62399,83455,0,0,0,0,0,0,391,138229.2788,60704,299519,238847,286719,0,0,0,0,0,0
"CockroachDB","C",1,3,60,295.240316,17728,10126.05556,519,539647,37375,68159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,3,60,41.90749,2516,19479.157,639,232959,63967,94207,0,0,0,0,0,0,1245,104874.7245,24096,305663,167807,198399,1245,124831.5181,25200,324095,199295,240895
"CockroachDB","D",1,3,60,136.943205,7787,14867.87659,545,348159,62687,96511,440,144970.6182,50560,304127,230399,265983,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,12,60,93.746361,2870,35390.7993,625,1634303,91327,208255,0,0,0,0,0,0,2765,223185.5335,66240,3588095,331007,472831,0,0,0,0,0,0
"CockroachDB","B",1,12,60,192.396524,10959,47891.87444,549,608767,131455,196223,0,0,0,0,0,0,620,313631.5355,130048,844287,431359,552959,0,0,0,0,0,0
"CockroachDB","C",1,12,60,430.205074,25845,27797.15392,407,1634303,122111,221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,12,60,98.969244,5953,26636.596,591,1442815,92287,143615,0,0,0,0,0,0,2989,187621.3637,47872,1121279,280319,379391,2989,213316.5875,57952,1574911,324607,433151
"CockroachDB","D",1,12,60,242.26341,13794,34053.38589,472,765951,117375,179839,767,324330.8475,125312,806911,447231,574463,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,21,60,9.375669,650,116536.9154,672,4313087,452351,1823743,0,0,0,0,0,0,664,3660764.952,24304,134742015,766975,123600895,0,0,0,0,0,0
"CockroachDB","B",1,21,60,77.3665,4457,212061.2096,549,3004415,547327,838143,0,0,0,0,0,0,227,1397704.74,696320,3131391,1929215,2492415,0,0,0,0,0,0
"CockroachDB","C",1,21,60,219.444029,13191,95318.79418,435,2662399,481535,855551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,21,60,12.627905,1592,120181.3894,640,17416191,139647,2795519,0,0,0,0,0,0,814,2463538.801,23744,123142143,362495,100532223,814,2578604.531,24704,123273215,428287,103350271
"CockroachDB","D",1,21,60,84.471722,4845,178187.2888,562,2457599,581119,838143,275,1454610.618,551424,3043327,1991679,2885631,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,30,60,3.097841,675,328947.1733,709,28180479,1270783,4497407,0,0,0,0,0,0,667,12924271.21,37568,425983999,2328575,407371775,0,0,0,0,0,0
"CockroachDB","B",1,30,60,81.314594,4714,294155.7268,548,3878911,723967,1154047,0,0,0,0,0,0,227,1851680.705,715776,3401727,2467839,2975743,0,0,0,0,0,0
"CockroachDB","C",1,30,60,495.950239,29820,60256.51325,337,1759231,254591,468479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,30,60,6.879005,2336,107512.9944,595,16941055,137983,2496511,0,0,0,0,0,0,1180,6101646.82,37088,333447167,449279,291504127,1180,6181962.956,47488,333447167,540671,291504127
"CockroachDB","D",1,30,60,105.377943,6069,204651.403,489,3254271,678911,1026047,309,1819560.181,702464,4579327,2668543,3684351,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,39,60,6.128714,843,381102.2811,702,23773183,1303551,10878975,0,0,0,0,0,0,786,8801386.524,47744,261357567,20529151,230817791,0,0,0,0,0,0
"CockroachDB","B",1,39,60,76.762754,4533,407858.7013,384,26705919,887295,5795839,0,0,0,0,0,0,255,2012663.467,223232,32129023,3178495,11091967,0,0,0,0,0,0
"CockroachDB","C",1,39,60,421.992169,25436,91928.82419,315,2699263,369151,638463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,39,60,3.257902,2350,311419.1936,591,24117247,210687,13172735,0,0,0,0,0,0,1200,14139221.95,36672,707788799,628223,645922815,1200,14419374.39,45760,711983103,701439,661651455
"CockroachDB","D",1,39,60,245.701305,14059,111419.6152,340,3883007,461055,763903,759,1018084.511,387072,4677631,2103295,3178495,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","A",1,48,60,5.057628,1386,283056.5123,619,29179903,758271,6655999,0,0,0,0,0,0,1397,9296474.079,44544,545259519,1390591,395837439,0,0,0,0,0,0
"CockroachDB","B",1,48,60,89.669096,5199,408250.7501,472,4849663,1250303,2230271,0,0,0,0,0,0,264,2920879.515,747520,6287359,4653055,5804031,0,0,0,0,0,0
"CockroachDB","C",1,48,60,499.087288,30075,95675.67003,312,2551807,369151,637439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CockroachDB","F",1,48,60,2.233404,2950,317517.4024,561,93192191,194303,3506175,0,0,0,0,0,0,1518,30518980.23,37376,1313865727,617471,1256194047,1518,30763126.41,47200,1315962879,696319,1275068415
"CockroachDB","D",1,48,60,263.814351,15083,119639.1675,322,4505599,538623,958463,844,1274054.825,333056,4980735,2826239,4337663,0,0,0,0,0,0,0,0,0,0,0,0
